     Pays de destination,Date,Value,continent,Continent Total
     Kenya,2020-10-01,2991.1807590000008,AFRIQUE,4869.004299
     Ouganda,2020-10-01,2592.82902,AFRIQUE,7461.833319
     R.D.C.(1) ,2020-10-01,3980.344,AFRIQUE,11442.177319
     Rwanda,2020-10-01,37.097,AFRIQUE,11479.274319
     Tanzanie,2020-10-01,34446.324989999994,AFRIQUE,45925.599309
     Zambie,2020-10-01,9549.280245999998,AFRIQUE,55474.87955499999
     Zimbabwe,2020-10-01,0.0,AFRIQUE,55474.87955499999
     Autres pays d'Afrique,2020-10-01,11.588999999992666,AFRIQUE,55486.468554999985
 IV. AMERIQUE,2020-10-01,317.57962299999997,AFRIQUE,55804.04817799998
       Etats-Unis ,2020-10-01,225.96962299999998,AFRIQUE,56030.01780099998
       Canada,2020-10-01,89.48,AFRIQUE,56119.49780099998
       Autres pays d'Amérique,2020-10-01,2.1299999999999812,AFRIQUE,56121.62780099998
  V. OCEANIE,2020-10-01,30.184,AFRIQUE,56151.81180099998
        Australie,2020-10-01,26.634,AFRIQUE,56178.44580099998
        Autres,2020-10-01,3.5500000000000007,AFRIQUE,56181.99580099998
 VI. PAYS NON SPECIFIES,2020-10-01,0.0,AFRIQUE,56181.99580099998
TOTAL,2020-10-01,98993.92703199996,AFRIQUE,155175.92283299996
  I. EUROPE,2020-11-01,10839.455672,AFRIQUE,166015.37850499997
   1. Union Européenne,2020-11-01,3411.3565519999997,AFRIQUE,169426.73505699998
     Allemagne,2020-11-01,480.289,AFRIQUE,169907.02405699997
     Belgique - Luxembourg,2020-11-01,479.1677,AFRIQUE,170386.19175699996
     Danemark,2020-11-01,36.477175,AFRIQUE,170422.66893199997
     Espagne,2020-11-01,0.39838999999999997,AFRIQUE,170423.06732199996
     France,2020-11-01,826.2162669999993,AFRIQUE,171249.28358899997
     Grèce,2020-11-01,19.769,AFRIQUE,171269.05258899997
     Irlande,2020-11-01,0.004200000000000001,AFRIQUE,171269.05678899997
     Italie,2020-11-01,1459.4728400000001,AFRIQUE,172728.52962899997
     Pays-Bas,2020-11-01,63.79248,AFRIQUE,172792.32210899997
     Portugal,2020-11-01,5.237,AFRIQUE,172797.55910899997
     Roumanie,2020-11-01,0.001,AFRIQUE,172797.56010899995
     Autres pays de l'U.E.,2020-11-01,40.531499999999596,AFRIQUE,172838.09160899997
   2. AUTRES,2020-11-01,7428.099120000001,AFRIQUE,180266.19072899997
     Suisse,2020-11-01,3.091,AFRIQUE,180269.28172899995
     Turquie,2020-11-01,518.24,AFRIQUE,180787.52172899994
     Royaume-Uni,2020-11-01,308.02512,AFRIQUE,181095.54684899995
     Russie,2020-11-01,6598.191,AFRIQUE,187693.73784899994
     Autres pays d'Europe,2020-11-01,0.5520000000005894,AFRIQUE,187694.28984899994
II. ASIE,2020-11-01,29363.672149000005,,
     Arabie Saoudite,2020-11-01,7249.635466000001,ASIE,7249.635466000001
     Bangladesh,2020-11-01,33.40609,ASIE,7283.041556000001
     Corée du Nord,2020-11-01,72.757,ASIE,7355.798556000001
     Corée du Sud,2020-11-01,2.06,ASIE,7357.858556000001
     Emirats Arabes Unis,2020-11-01,5859.140420000001,ASIE,13216.998976000003
     Hong-Kong,2020-11-01,53.5128,ASIE,13270.511776000003
     Japon,2020-11-01,3185.6376,ASIE,16456.149376
     Pakistan,2020-11-01,111.292,ASIE,16567.441376000002
     Rép. Pop. de Chine,2020-11-01,5270.750212,ASIE,21838.191588
     Taiwan,2020-11-01,0.0,ASIE,21838.191588
     Union Indienne,2020-11-01,6463.254940999999,ASIE,28301.446529
     Autres pays d'Asie,2020-11-01,1062.2256200000047,ASIE,29363.672149000005
III. AFRIQUE,2020-11-01,66474.07539499999,,
     Afrique du Sud,2020-11-01,167.198,AFRIQUE,167.198
Egypte,2020-11-01,615.938,AFRIQUE,783.136
     Kenya,2020-11-01,2330.6273149999997,AFRIQUE,3113.7633149999997
     Ouganda,2020-11-01,3661.8029300000003,AFRIQUE,6775.566245
     R.D.C.(1) ,2020-11-01,8034.5455,AFRIQUE,14810.111745
     Rwanda,2020-11-01,156.435,AFRIQUE,14966.546745
     Tanzanie,2020-11-01,37658.788649999995,AFRIQUE,52625.335394999995
     Zambie,2020-11-01,12436.622,AFRIQUE,65061.95739499999
     Zimbabwe,2020-11-01,0.0,AFRIQUE,65061.95739499999
     Autres pays d'Afrique,2020-11-01,1412.1180000000022,AFRIQUE,66474.07539499999
 IV. AMERIQUE,2020-11-01,381.33861499999995,AFRIQUE,66855.41401
       Etats-Unis ,2020-11-01,244.86861499999998,AFRIQUE,67100.28262499999
       Canada,2020-11-01,135.743,AFRIQUE,67236.025625
       Autres pays d'Amérique,2020-11-01,0.7269999999999754,AFRIQUE,67236.752625
  V. OCEANIE,2020-11-01,20.113,AFRIQUE,67256.86562499999
        Autres,2020-11-01,20.113,AFRIQUE,67276.97862499999
 VI. PAYS NON SPECIFIES,2020-11-01,0.0,AFRIQUE,67276.97862499999
TOTAL,2020-11-01,107078.65483099999,AFRIQUE,174355.63345599998
  I. EUROPE,2020-12-01,11243.573429999997,AFRIQUE,185599.20688599997
   1. Union Européenne,2020-12-01,8302.043629999996,AFRIQUE,193901.25051599997
     Allemagne,2020-12-01,153.85660000000001,AFRIQUE,194055.10711599997
     Belgique - Luxembourg,2020-12-01,1002.1587000000001,AFRIQUE,195057.26581599997
     Danemark,2020-12-01,36.883,AFRIQUE,195094.14881599997
     Espagne,2020-12-01,0.0,AFRIQUE,195094.14881599997
     France,2020-12-01,1626.713,AFRIQUE,196720.86181599996
     Grèce,2020-12-01,0.0,AFRIQUE,196720.86181599996
     Irlande,2020-12-01,0.003,AFRIQUE,196720.86481599996
     Italie,2020-12-01,164.96825,AFRIQUE,196885.83306599996
     Pays-Bas,2020-12-01,224.11958,AFRIQUE,197109.95264599996
     Portugal,2020-12-01,0.784,AFRIQUE,197110.73664599998
     Roumanie,2020-12-01,0.0,AFRIQUE,197110.73664599998
     Autres pays de l'U.E.,2020-12-01,5092.557499999997,AFRIQUE,202203.29414599997
   2. AUTRES,2020-12-01,2941.5297999999993,AFRIQUE,205144.82394599996
     Suisse,2020-12-01,1.312,AFRIQUE,205146.13594599997
     Turquie,2020-12-01,586.469,AFRIQUE,205732.60494599998
     Royaume-Uni,2020-12-01,350.48879999999997,AFRIQUE,206083.09374599997
     Russie,2020-12-01,2002.82,AFRIQUE,208085.91374599998
     Autres pays d'Europe,2020-12-01,0.4399999999998272,AFRIQUE,208086.35374599998
II. ASIE,2020-12-01,33345.630675,,
     Arabie Saoudite,2020-12-01,13689.286414999997,ASIE,13689.286414999997
     Bangladesh,2020-12-01,23.844,ASIE,13713.130414999996
     Corée du Nord,2020-12-01,42.4335,ASIE,13755.563914999995
     Corée du Sud,2020-12-01,1.55,ASIE,13757.113914999994
     Emirats Arabes Unis,2020-12-01,4043.06279,ASIE,17800.176704999994
     Hong-Kong,2020-12-01,1.6097500000000018,ASIE,17801.786454999994
     Japon,2020-12-01,1199.862,ASIE,19001.648454999995
     Pakistan,2020-12-01,125.169,ASIE,19126.817454999997
     Rép. Pop. de Chine,2020-12-01,7042.72051,ASIE,26169.537964999996
     Taiwan,2020-12-01,0.0,ASIE,26169.537964999996
     Union Indienne,2020-12-01,5943.458411000007,ASIE,32112.996376000003
     Autres pays d'Asie,2020-12-01,1232.6342989999976,ASIE,33345.630675
III. AFRIQUE,2020-12-01,59701.21422200001,,
     Afrique du Sud,2020-12-01,28.31205,AFRIQUE,28.31205
Egypte,2020-12-01,1992.414,AFRIQUE,2020.72605
     Kenya,2020-12-01,2840.9127100000005,AFRIQUE,4861.638760000001
     Ouganda,2020-12-01,3553.70448,AFRIQUE,8415.34324
     R.D.C.(1) ,2020-12-01,3110.9975,AFRIQUE,11526.34074
     Rwanda,2020-12-01,63.178,AFRIQUE,11589.51874
     Tanzanie,2020-12-01,28864.898282000002,AFRIQUE,40454.417022
     Zambie,2020-12-01,16068.6932,AFRIQUE,56523.110222
     Zimbabwe,2020-12-01,18.0,AFRIQUE,56541.110222
     Autres pays d'Afrique,2020-12-01,3160.1040000000066,AFRIQUE,59701.21422200001
 IV. AMERIQUE,2020-12-01,371.7037399999999,AFRIQUE,60072.91796200001
       Etats-Unis ,2020-12-01,249.18774,AFRIQUE,60322.10570200001
       Canada,2020-12-01,103.971,AFRIQUE,60426.076702000006
       Autres pays d'Amérique,2020-12-01,18.544999999999987,AFRIQUE,60444.621702000004
  V. OCEANIE,2020-12-01,3.053,AFRIQUE,60447.674702000004
        Autres,2020-12-01,3.053,AFRIQUE,60450.727702000004
 VI. PAYS NON SPECIFIES,2020-12-01,0.0,AFRIQUE,60450.727702000004
TOTAL,2020-12-01,104665.175067,AFRIQUE,165115.902769
  I. EUROPE,2021-01-01,15209.34389,AFRIQUE,180325.246659
   1. Union Européenne,2021-01-01,1805.08429,AFRIQUE,182130.330949
     Allemagne,2021-01-01,343.50210000000004,AFRIQUE,182473.833049
     Belgique - Luxembourg,2021-01-01,250.97043000000002,AFRIQUE,182724.803479
     Danemark,2021-01-01,50.218419999999995,AFRIQUE,182775.02189899998
     Espagne,2021-01-01,24.695,AFRIQUE,182799.716899
     France,2021-01-01,589.6712,AFRIQUE,183389.388099
     Grèce,2021-01-01,20.845,AFRIQUE,183410.233099
     Irlande,2021-01-01,0.0,AFRIQUE,183410.233099
     Italie,2021-01-01,437.791,AFRIQUE,183848.024099
     Pays-Bas,2021-01-01,45.3233,AFRIQUE,183893.347399
     Portugal,2021-01-01,0.128,AFRIQUE,183893.475399
     Roumanie,2021-01-01,0.045,AFRIQUE,183893.520399
     Autres pays de l'U.E.,2021-01-01,41.89484000000001,AFRIQUE,183935.415239
   2. AUTRES,2021-01-01,13404.2596,AFRIQUE,197339.67483899998
     Suisse,2021-01-01,2.6486,AFRIQUE,197342.32343899997
     Turquie,2021-01-01,792.74,AFRIQUE,198135.06343899996
     Royaume-Uni,2021-01-01,10386.987,AFRIQUE,208522.05043899996
     Russie,2021-01-01,2200.0,AFRIQUE,210722.05043899996
     Autres pays d'Europe,2021-01-01,21.884,AFRIQUE,210743.93443899995
II. ASIE,2021-01-01,34414.077426,,
     Arabie Saoudite,2021-01-01,18619.115274999996,ASIE,18619.115274999996
     Bangladesh,2021-01-01,0.398,ASIE,18619.513274999998
     Corée du Nord,2021-01-01,88.85,ASIE,18708.363274999996
     Corée du Sud,2021-01-01,6.901,ASIE,18715.264274999998
     Emirats Arabes Unis,2021-01-01,3477.652751,ASIE,22192.917026
     Hong-Kong,2021-01-01,28.448900000000002,ASIE,22221.365926
     Iran,2021-01-01,0.0,ASIE,22221.365926
     Japon,2021-01-01,600.808,ASIE,22822.173926
     Pakistan,2021-01-01,108.455,ASIE,22930.628926
     Rép. Pop. de Chine,2021-01-01,8966.84331,ASIE,31897.472236
     Taiwan,2021-01-01,0.001,ASIE,31897.473236
     Union Indienne,2021-01-01,1664.7272900000016,ASIE,33562.200526
     Autres pays d'Asie,2021-01-01,851.8769,ASIE,34414.077426
III. AFRIQUE,2021-01-01,49975.962942,,
     Afrique du Sud,2021-01-01,344.3121,AFRIQUE,344.3121
Egypte,2021-01-01,857.46637,AFRIQUE,1201.77847
     Kenya,2021-01-01,2734.161172,AFRIQUE,3935.9396420000003
     Ouganda,2021-01-01,3002.24905,AFRIQUE,6938.188692
     R.D.C.(1) ,2021-01-01,3864.864,AFRIQUE,10803.052692
     Rwanda,2021-01-01,284.342,AFRIQUE,11087.394692
     Tanzanie,2021-01-01,26724.0998,AFRIQUE,37811.494492
     Zambie,2021-01-01,11025.869,AFRIQUE,48837.363492
     Zimbabwe,2021-01-01,0.0,AFRIQUE,48837.363492
     Autres pays d'Afrique,2021-01-01,1138.59945,AFRIQUE,49975.962942
 IV. AMERIQUE,2021-01-01,302.6253,AFRIQUE,50278.588242
       Etats-Unis ,2021-01-01,240.60229999999999,AFRIQUE,50519.190542
       Canada,2021-01-01,46.573,AFRIQUE,50565.76354199999
       Autres pays d'Amérique,2021-01-01,15.450000000000001,AFRIQUE,50581.21354199999
  V. OCEANIE,2021-01-01,7.061,AFRIQUE,50588.27454199999
        Australie,2021-01-01,5.611,AFRIQUE,50593.88554199999
        Autres,2021-01-01,1.45,AFRIQUE,50595.335541999986
 VI. PAYS NON SPECIFIES,2021-01-01,0.0,AFRIQUE,50595.335541999986
TOTAL,2021-01-01,99909.070558,AFRIQUE,150504.4061
  I. EUROPE,2021-02-01,6476.5820699999995,AFRIQUE,156980.98817
   1. Union Européenne,2021-02-01,4910.207979999999,AFRIQUE,161891.19615
     Allemagne,2021-02-01,521.46905,AFRIQUE,162412.66520000002
     Belgique - Luxembourg,2021-02-01,2379.49156,AFRIQUE,164792.15676
     Danemark,2021-02-01,87.57778,AFRIQUE,164879.73454
     Espagne,2021-02-01,24.842509999999997,AFRIQUE,164904.57705
     France,2021-02-01,517.45388,AFRIQUE,165422.03092999998
     Grèce,2021-02-01,25.084,AFRIQUE,165447.11492999998
     Irlande,2021-02-01,0.25,AFRIQUE,165447.36492999998
     Italie,2021-02-01,865.409,AFRIQUE,166312.77393
     Pays-Bas,2021-02-01,359.6492,AFRIQUE,166672.42313
     Portugal,2021-02-01,0.0,AFRIQUE,166672.42313
     Roumanie,2021-02-01,1.384,AFRIQUE,166673.80713
     Autres pays de l'U.E.,2021-02-01,127.59700000000001,AFRIQUE,166801.40413
   2. AUTRES,2021-02-01,1566.37409,AFRIQUE,168367.77822
     Suisse,2021-02-01,84.67710000000001,AFRIQUE,168452.45532
     Turquie,2021-02-01,1128.636,AFRIQUE,169581.09132
     Royaume-Uni,2021-02-01,327.56449000000003,AFRIQUE,169908.65581
     Russie,2021-02-01,0.0,AFRIQUE,169908.65581
     Autres pays d'Europe,2021-02-01,25.4965,AFRIQUE,169934.15231
II. ASIE,2021-02-01,33005.960975,,
     Arabie Saoudite,2021-02-01,12328.597382000002,ASIE,12328.597382000002
     Bangladesh,2021-02-01,12.628,ASIE,12341.225382000002
     Corée du Nord,2021-02-01,46.33,ASIE,12387.555382000002
     Corée du Sud,2021-02-01,26.0288,ASIE,12413.584182000002
     Emirats Arabes Unis,2021-02-01,5740.768649999999,ASIE,18154.352832
     Hong-Kong,2021-02-01,28.132,ASIE,18182.484832000002
     Iran,2021-02-01,100.0,ASIE,18282.484832000002
     Japon,2021-02-01,569.377,ASIE,18851.861832000002
     Pakistan,2021-02-01,151.91162,ASIE,19003.773452
     Rép. Pop. de Chine,2021-02-01,11577.74781,ASIE,30581.521262000002
     Taiwan,2021-02-01,0.0,ASIE,30581.521262000002
     Union Indienne,2021-02-01,2065.8857130000006,ASIE,32647.406975
     Autres pays d'Asie,2021-02-01,358.554,ASIE,33005.960975
III. AFRIQUE,2021-02-01,56625.70343400001,,
     Afrique du Sud,2021-02-01,35.121,AFRIQUE,35.121
Egypte,2021-02-01,3302.441,AFRIQUE,3337.562
     Kenya,2021-02-01,2434.801949999999,AFRIQUE,5772.363949999999
     Ouganda,2021-02-01,3389.893625,AFRIQUE,9162.257575
     R.D.C.(1) ,2021-02-01,1667.460929,AFRIQUE,10829.718504
     Rwanda,2021-02-01,1421.232,AFRIQUE,12250.950504
     Tanzanie,2021-02-01,30784.97893,AFRIQUE,43035.929434000005
     Zambie,2021-02-01,12435.673,AFRIQUE,55471.60243400001
     Zimbabwe,2021-02-01,0.0,AFRIQUE,55471.60243400001
     Autres pays d'Afrique,2021-02-01,1154.1009999999999,AFRIQUE,56625.70343400001
 IV. AMERIQUE,2021-02-01,3840.62948,AFRIQUE,60466.33291400001
       Etats-Unis ,2021-02-01,487.41148,AFRIQUE,60953.744394000016
       Canada,2021-02-01,51.628,AFRIQUE,61005.37239400001
       Autres pays d'Amérique,2021-02-01,3301.59,AFRIQUE,64306.96239400002
  V. OCEANIE,2021-02-01,5.7856,AFRIQUE,64312.74799400002
        Australie,2021-02-01,0.07959999999999999,AFRIQUE,64312.82759400002
        Autres,2021-02-01,5.7059999999999995,AFRIQUE,64318.533594000015
 VI. PAYS NON SPECIFIES,2021-02-01,0.0,AFRIQUE,64318.533594000015
TOTAL,2021-02-01,99954.66155900001,AFRIQUE,164273.19515300004
  I. EUROPE,2021-03-01,5530.322476000001,AFRIQUE,169803.51762900004
   1. Union Européenne,2021-03-01,4776.106476000001,AFRIQUE,174579.62410500005
     Allemagne,2021-03-01,593.870757,AFRIQUE,175173.49486200005
     Belgique - Luxembourg,2021-03-01,2520.905640000001,AFRIQUE,177694.40050200006
     Danemark,2021-03-01,90.673,AFRIQUE,177785.07350200007
     Espagne,2021-03-01,15.145,AFRIQUE,177800.21850200006
     France,2021-03-01,385.48596499999996,AFRIQUE,178185.70446700006
     Grèce,2021-03-01,0.0,AFRIQUE,178185.70446700006
     Irlande,2021-03-01,0.287,AFRIQUE,178185.99146700007
     Italie,2021-03-01,672.232127,AFRIQUE,178858.22359400007
     Pays-Bas,2021-03-01,424.08004999999997,AFRIQUE,179282.30364400006
     Portugal,2021-03-01,0.0,AFRIQUE,179282.30364400006
     Roumanie,2021-03-01,0.0,AFRIQUE,179282.30364400006
     Autres pays de l'U.E.,2021-03-01,73.426937,AFRIQUE,179355.73058100007
   2. AUTRES,2021-03-01,754.216,AFRIQUE,180109.94658100005
     Suisse,2021-03-01,0.0605,AFRIQUE,180110.00708100005
     Turquie,2021-03-01,383.9055,AFRIQUE,180493.91258100004
     Royaume-Uni,2021-03-01,369.457,AFRIQUE,180863.36958100004
     Russie,2021-03-01,0.0,AFRIQUE,180863.36958100004
     Autres pays d'Europe,2021-03-01,0.7929999999999999,AFRIQUE,180864.16258100004
II. ASIE,2021-03-01,39977.52974,,
     Arabie Saoudite,2021-03-01,16312.925792999997,ASIE,16312.925792999997
     Bangladesh,2021-03-01,49.655,ASIE,16362.580792999997
     Corée du Nord,2021-03-01,6.222,ASIE,16368.802792999997
     Corée du Sud,2021-03-01,12.753,ASIE,16381.555792999998
     Emirats Arabes Unis,2021-03-01,6349.978927000002,ASIE,22731.53472
     Hong-Kong,2021-03-01,2.325,ASIE,22733.85972
     Iran,2021-03-01,18.32,ASIE,22752.17972
     Japon,2021-03-01,792.412508,ASIE,23544.592228
     Pakistan,2021-03-01,108.08367999999999,ASIE,23652.675908
     Rép. Pop. de Chine,2021-03-01,8384.301938999999,ASIE,32036.977847000002
     Taiwan,2021-03-01,0.0,ASIE,32036.977847000002
     Union Indienne,2021-03-01,7345.042073,ASIE,39382.01992
     Autres pays d'Asie,2021-03-01,595.50982,ASIE,39977.52974
III. AFRIQUE,2021-03-01,67236.938282,,
     Afrique du Sud,2021-03-01,570.933,AFRIQUE,570.933
Egypte,2021-03-01,1426.5146599999998,AFRIQUE,1997.4476599999998
     Kenya,2021-03-01,3530.244461999999,AFRIQUE,5527.692121999999
     Ouganda,2021-03-01,3508.1447399999997,AFRIQUE,9035.836861999998
     R.D.C.(1) ,2021-03-01,955.7375,AFRIQUE,9991.574361999998
     Rwanda,2021-03-01,119.2145,AFRIQUE,10110.788861999998
     Tanzanie,2021-03-01,37926.040290000004,AFRIQUE,48036.829152000006
     Zambie,2021-03-01,18996.019,AFRIQUE,67032.848152
     Zimbabwe,2021-03-01,0.0,AFRIQUE,67032.848152
     Autres pays d'Afrique,2021-03-01,204.09013000000002,AFRIQUE,67236.938282
 IV. AMERIQUE,2021-03-01,402.995971,AFRIQUE,67639.934253
       Etats-Unis ,2021-03-01,265.81397100000004,AFRIQUE,67905.748224
       Canada,2021-03-01,93.056,AFRIQUE,67998.80422399999
       Autres pays d'Amérique,2021-03-01,44.126,AFRIQUE,68042.930224
  V. OCEANIE,2021-03-01,9.869,AFRIQUE,68052.799224
        Australie,2021-03-01,8.969,AFRIQUE,68061.768224
        Autres,2021-03-01,0.9,AFRIQUE,68062.668224
 VI. PAYS NON SPECIFIES,2021-03-01,0.0,AFRIQUE,68062.668224
TOTAL,2021-03-01,113157.655469,AFRIQUE,181220.323693
  I. EUROPE,2021-04-01,11568.909510000001,AFRIQUE,192789.233203
   1. Union Européenne,2021-04-01,5240.24651,AFRIQUE,198029.479713
     Allemagne,2021-04-01,328.4859,AFRIQUE,198357.965613
     Belgique - Luxembourg,2021-04-01,3837.81963,AFRIQUE,202195.78524300002
     Danemark,2021-04-01,26.9061,AFRIQUE,202222.691343
     Espagne,2021-04-01,10.965,AFRIQUE,202233.656343
     France,2021-04-01,662.1080199999999,AFRIQUE,202895.76436300002
     Grèce,2021-04-01,0.0,AFRIQUE,202895.76436300002
     Irlande,2021-04-01,0.0,AFRIQUE,202895.76436300002
     Italie,2021-04-01,110.98039999999999,AFRIQUE,203006.74476300002
     Pays-Bas,2021-04-01,183.51932,AFRIQUE,203190.26408300002
     Portugal,2021-04-01,0.0,AFRIQUE,203190.26408300002
     Roumanie,2021-04-01,0.0,AFRIQUE,203190.26408300002
     Autres pays de l'U.E.,2021-04-01,79.46214,AFRIQUE,203269.726223
   2. AUTRES,2021-04-01,6328.6630000000005,AFRIQUE,209598.389223
     Suisse,2021-04-01,9.416,AFRIQUE,209607.805223
     Turquie,2021-04-01,1711.892,AFRIQUE,211319.697223
     Royaume-Uni,2021-04-01,387.659,AFRIQUE,211707.356223
     Russie,2021-04-01,4189.625,AFRIQUE,215896.981223
     Autres pays d'Europe,2021-04-01,30.071,AFRIQUE,215927.052223
II. ASIE,2021-04-01,43390.083675999995,,
     Arabie Saoudite,2021-04-01,17269.891339,ASIE,17269.891339
     Bangladesh,2021-04-01,1.30253,ASIE,17271.193869000002
     Corée du Nord,2021-04-01,18.917,ASIE,17290.110869000004
     Corée du Sud,2021-04-01,37.911,ASIE,17328.021869000004
     Emirats Arabes Unis,2021-04-01,6918.019107,ASIE,24246.040976000004
     Hong-Kong,2021-04-01,19.356600000000004,ASIE,24265.397576000003
     Iran,2021-04-01,20.0,ASIE,24285.397576000003
     Japon,2021-04-01,4543.24749,ASIE,28828.645066000005
     Pakistan,2021-04-01,111.692,ASIE,28940.337066000004
     Rép. Pop. de Chine,2021-04-01,6473.911819999999,ASIE,35414.248886
     Taiwan,2021-04-01,0.2,ASIE,35414.448886
     Union Indienne,2021-04-01,6897.066059999997,ASIE,42311.514945999996
     Autres pays d'Asie,2021-04-01,1078.56873,ASIE,43390.083675999995
III. AFRIQUE,2021-04-01,48955.288099,,
     Afrique du Sud,2021-04-01,551.809,AFRIQUE,551.809
Egypte,2021-04-01,849.018974,AFRIQUE,1400.8279739999998
     Kenya,2021-04-01,3001.8702149999995,AFRIQUE,4402.698188999999
     Ouganda,2021-04-01,4986.33551,AFRIQUE,9389.033699
     R.D.C.(1) ,2021-04-01,1195.2335899999998,AFRIQUE,10584.267289
     Rwanda,2021-04-01,162.134,AFRIQUE,10746.401289
     Tanzanie,2021-04-01,22861.72001,AFRIQUE,33608.121299
     Zambie,2021-04-01,15183.748,AFRIQUE,48791.869299
     Zimbabwe,2021-04-01,0.0,AFRIQUE,48791.869299
     Autres pays d'Afrique,2021-04-01,163.41880000000015,AFRIQUE,48955.288099
 IV. AMERIQUE,2021-04-01,233.998612,AFRIQUE,49189.286711
       Etats-Unis ,2021-04-01,96.23388800000001,AFRIQUE,49285.520599
       Canada,2021-04-01,105.905,AFRIQUE,49391.425599
       Autres pays d'Amérique,2021-04-01,31.859724,AFRIQUE,49423.285323000004
  V. OCEANIE,2021-04-01,92.234,AFRIQUE,49515.519323
        Australie,2021-04-01,92.234,AFRIQUE,49607.753323
        Autres,2021-04-01,0.0,AFRIQUE,49607.753323
 VI. PAYS NON SPECIFIES,2021-04-01,0.0,AFRIQUE,49607.753323
TOTAL,2021-04-01,104240.51389699998,AFRIQUE,153848.26721999998
  I. EUROPE,2021-05-01,23428.078070000003,AFRIQUE,177276.34528999997
