     Pays de destination,Date,Value
     Rwanda,2012-06-01,806.6
     Tanzanie,2012-06-01,5290.8
     Zambie,2012-06-01,4336.4
     Zimbabwe,2012-06-01,42.6
     Autres pays d'Afrique,2012-06-01,2962.6
 IV. AMERIQUE,2012-06-01,4047.6000000000004
     Etats-Unis ,2012-06-01,2619.3
     Canada,2012-06-01,1187.3
     Autres pays d'Amérique,2012-06-01,241.0
  V. OCEANIE,2012-06-01,304.5
     Australie,2012-06-01,0.0
     Autres pays de l'Océanie,2012-06-01,304.5
 VI. PAYS NON SPECIFIES,2012-06-01,0.0
TOTAL,2012-06-01,94201.93
  I. EUROPE,2012-07-01,37181.544235
   1. Union Européenne,2012-07-01,32192.336429000003
     Allemagne,2012-07-01,1966.274136
     Belgique - Luxembourg,2012-07-01,19363.218204
     Danemark,2012-07-01,615.793953
     Espagne,2012-07-01,52.576427
     France,2012-07-01,2544.25239
     Grèce,2012-07-01,0.0
     Irlande,2012-07-01,0.0
     Italie,2012-07-01,6294.758451
     Pays-Bas,2012-07-01,427.904285
     Roumanie,2012-07-01,6.719452
     Autres pays de l'U.E.,2012-07-01,920.839131
   2. AUTRES,2012-07-01,4989.207806
     Suisse,2012-07-01,1265.605463
    Turquie,2012-07-01,0.0
     Royaume-Uni,2012-07-01,2947.450894
     Russie,2012-07-01,0.0
     Autres pays d'Europe,2012-07-01,776.151449
II. ASIE,2012-07-01,36898.76708572001
     Arabie Saoudite,2012-07-01,12390.466402
     Bangladesh,2012-07-01,0.0
     Corée du Nord,2012-07-01,21.217493
     Corée du Sud,2012-07-01,205.952344
     Emirats Arabes Unis,2012-07-01,0.0
     Hong-Kong,2012-07-01,122.114782
     Iran,2012-07-01,712.990342
     Japon,2012-07-01,1298.75873
     Pakistan,2012-07-01,175.233055
     Rép. Pop. de Chine,2012-07-01,10785.846941
     Taiwan,2012-07-01,0.0
     Union Indienne,2012-07-01,7028.595741
     Autres pays d'Asie,2012-07-01,4157.591255720001
III. AFRIQUE,2012-07-01,25617.05447
     Afrique du Sud,2012-07-01,3182.068543
     Djibouti,2012-07-01,0.0
     Kenya,2012-07-01,6133.407597
     Ouganda,2012-07-01,4654.784898
     R.D.C. (1),2012-07-01,1168.381344
     Rwanda,2012-07-01,847.388799
     Tanzanie,2012-07-01,4859.412426
     Zambie,2012-07-01,3814.546355
     Zimbabwe,2012-07-01,44.252784
     Autres pays d'Afrique,2012-07-01,912.811724
 IV. AMERIQUE,2012-07-01,2155.7223839999997
     Etats-Unis ,2012-07-01,1649.969662
     Canada,2012-07-01,468.994144
     Autres pays d'Amérique,2012-07-01,36.758578
  V. OCEANIE,2012-07-01,175.83186999999998
     Autres pays de l'Océanie,2012-07-01,175.83186999999998
 VI. PAYS NON SPECIFIES,2012-07-01,0.0
TOTAL,2012-07-01,102028.92004472
  I. EUROPE,2012-08-01,18723.49051900001
   1. Union Européenne,2012-08-01,14682.84969100001
     Allemagne,2012-08-01,1338.055205
     Belgique - Luxembourg,2012-08-01,5266.618824
     Danemark,2012-08-01,447.335111
     Espagne,2012-08-01,171.068335
     France,2012-08-01,3555.862986
     Grèce,2012-08-01,0.0
     Irlande,2012-08-01,0.0
     Italie,2012-08-01,2093.790008000008
     Pays-Bas,2012-08-01,1215.145092
     Portugal,2012-08-01,576.37413
     Roumanie,2012-08-01,0.0
     Autres pays de l'U.E.,2012-08-01,18.6
   2. AUTRES,2012-08-01,4040.6408280000005
     Suisse,2012-08-01,919.289897
    Turquie,2012-08-01,0.0
     Royaume-Uni,2012-08-01,240.217193
     Russie,2012-08-01,0.0
     Autres pays d'Europe,2012-08-01,2881.1337380000004
II. ASIE,2012-08-01,31944.356020000003
     Arabie Saoudite,2012-08-01,7793.545324
     Bangladesh,2012-08-01,33.521736
     Corée du Nord,2012-08-01,91.462182
     Corée du Sud,2012-08-01,150.62794
     Emirats Arabes Unis,2012-08-01,0.0
     Hong-Kong,2012-08-01,77.557472
     Iran,2012-08-01,0.0
     Japon,2012-08-01,1803.0177
     Pakistan,2012-08-01,39.842099
     Rép. Pop. de Chine,2012-08-01,9518.040342
     Taiwan,2012-08-01,0.0
     Union Indienne,2012-08-01,8293.73286
     Autres pays d'Asie,2012-08-01,4143.008365000001
III. AFRIQUE,2012-08-01,31211.653640999997
     Afrique du Sud,2012-08-01,3704.723138
     Djibouti,2012-08-01,0.0
     Kenya,2012-08-01,5233.517595
     Ouganda,2012-08-01,7044.299491
     R.D.C. (1),2012-08-01,972.637003
     Rwanda,2012-08-01,902.173245
     Tanzanie,2012-08-01,8410.259195
     Zambie,2012-08-01,3628.460944
     Zimbabwe,2012-08-01,0.0
     Autres pays d'Afrique,2012-08-01,1315.5830300000002
 IV. AMERIQUE,2012-08-01,5822.078317
     Etats-Unis ,2012-08-01,5558.475313
     Canada,2012-08-01,235.518981
     Autres pays d'Amérique,2012-08-01,28.084023000000002
  V. OCEANIE,2012-08-01,305.807417
     Australie,2012-08-01,305.807417
     Autres pays de l'Océanie,2012-08-01,0.0
 VI. PAYS NON SPECIFIES,2012-08-01,0.0
TOTAL,2012-08-01,88007.38591400001
  I. EUROPE,2012-09-01,20604.5
   1. Union Européenne,2012-09-01,16220.3
     Allemagne,2012-09-01,1205.4
     Belgique - Luxembourg,2012-09-01,9695.5
     Danemark,2012-09-01,100.8
     Espagne,2012-09-01,875.2
     France,2012-09-01,1457.5
     Grèce,2012-09-01,0.0
     Irlande,2012-09-01,8.7
     Italie,2012-09-01,2161.5
     Pays-Bas,2012-09-01,629.3
     Roumanie,2012-09-01,0.0
     Autres pays de l'U.E.,2012-09-01,86.39999999999999
   2. AUTRES,2012-09-01,4384.2
     Suisse,2012-09-01,843.7
    Turquie,2012-09-01,0.0
     Royaume-Uni,2012-09-01,986.6
     Russie,2012-09-01,65.9
     Autres pays d'Europe,2012-09-01,2488.0
II. ASIE,2012-09-01,29081.0
     Arabie Saoudite,2012-09-01,6678.9
     Bangladesh,2012-09-01,34.9
     Corée du Nord,2012-09-01,0.0
     Corée du Sud,2012-09-01,0.2
     Emirats Arabes Unis,2012-09-01,0.0
     Hong-Kong,2012-09-01,6.9
     Iran,2012-09-01,0.0
     Japon,2012-09-01,2858.3
     Pakistan,2012-09-01,775.5
     Rép. Pop. de Chine,2012-09-01,6824.8
     Taiwan,2012-09-01,80.8
     Union Indienne,2012-09-01,6088.1
     Autres pays d'Asie,2012-09-01,5732.599999999999
III. AFRIQUE,2012-09-01,37493.9
     Afrique du Sud,2012-09-01,4816.0
     Djibouti,2012-09-01,402.4
     Kenya,2012-09-01,5132.6
     Ouganda,2012-09-01,6833.9
     R.D.C. (1),2012-09-01,318.7
     Rwanda,2012-09-01,1064.8
     Tanzanie,2012-09-01,9982.7
     Zambie,2012-09-01,3613.7
     Zimbabwe,2012-09-01,0.0
     Autres pays d'Afrique,2012-09-01,5329.099999999999
 IV. AMERIQUE,2012-09-01,3329.2
     Etats-Unis ,2012-09-01,3205.6
     Canada,2012-09-01,119.2
     Autres pays d'Amérique,2012-09-01,4.4
  V. OCEANIE,2012-09-01,246.5
     Autres pays de l'Océanie,2012-09-01,246.5
 VI. PAYS NON SPECIFIES,2012-09-01,0.0
TOTAL,2012-09-01,90755.09999999999
  I. EUROPE,2012-10-01,22945.200594
   1. Union Européenne,2012-10-01,18193.209448
     Allemagne,2012-10-01,585.743743
     Belgique - Luxembourg,2012-10-01,8586.649361
     Danemark,2012-10-01,1023.358896
     Espagne,2012-10-01,42.770909
     France,2012-10-01,2960.023504
     Grèce,2012-10-01,0.0
     Irlande,2012-10-01,72.351718
     Italie,2012-10-01,1660.241633
     Pays-Bas,2012-10-01,1273.365408
     Portugal,2012-10-01,1832.301437
     Roumanie,2012-10-01,6.0429
     Autres pays de l'U.E.,2012-10-01,150.359939
   2. AUTRES,2012-10-01,4751.991146
     Suisse,2012-10-01,1114.586768
    Turquie,2012-10-01,0.0
     Royaume-Uni,2012-10-01,864.090704
     Russie,2012-10-01,0.0
     Autres pays d'Europe,2012-10-01,2773.313674
II. ASIE,2012-10-01,30804.208082
     Arabie Saoudite,2012-10-01,9249.050856
     Bangladesh,2012-10-01,0.0
     Corée du Nord,2012-10-01,0.0
     Corée du Sud,2012-10-01,56.956517
     Emirats Arabes Unis,2012-10-01,0.0
     Hong-Kong,2012-10-01,1.700933
     Iran,2012-10-01,0.0
     Japon,2012-10-01,1523.702839
     Pakistan,2012-10-01,914.342347
     Rép. Pop. de Chine,2012-10-01,6181.368178
     Taiwan,2012-10-01,51.244191
     Union Indienne,2012-10-01,8812.856152
     Autres pays d'Asie,2012-10-01,4012.9860689999996
III. AFRIQUE,2012-10-01,34143.550421
     Afrique du Sud,2012-10-01,4930.279437
     Djibouti,2012-10-01,0.0
     Kenya,2012-10-01,7055.977257
     Ouganda,2012-10-01,6416.131515
     R.D.C. (1),2012-10-01,205.663232
     Rwanda,2012-10-01,2898.519019
     Tanzanie,2012-10-01,6245.922894
     Zambie,2012-10-01,4903.021904
     Zimbabwe,2012-10-01,0.0
     Autres pays d'Afrique,2012-10-01,1488.035163
 IV. AMERIQUE,2012-10-01,3877.58969
     Etats-Unis ,2012-10-01,3612.446909
     Canada,2012-10-01,265.142781
     Autres pays d'Amérique,2012-10-01,0.0
  V. OCEANIE,2012-10-01,121.625672
     Australie,2012-10-01,121.625672
     Autres pays de l'Océanie,2012-10-01,0.0
 VI. PAYS NON SPECIFIES,2012-10-01,0.0
TOTAL,2012-10-01,91892.17445899999
  I. EUROPE,2012-11-01,28471.30863600001
   1. Union Européenne,2012-11-01,25963.912698999997
     Allemagne,2012-11-01,2287.639931
     Belgique - Luxembourg,2012-11-01,8922.273114
     Danemark,2012-11-01,628.518469
     Espagne,2012-11-01,1020.824158
     France,2012-11-01,3254.016436
     Grèce,2012-11-01,0.0
     Irlande,2012-11-01,0.0
     Italie,2012-11-01,1055.21995
     Pays-Bas,2012-11-01,4655.245419
     Portugal,2012-11-01,222.771524
     Roumanie,2012-11-01,139.086793
     Autres pays de l'U.E.,2012-11-01,3778.316905
   2. AUTRES,2012-11-01,2507.3959370000125
     Suisse,2012-11-01,1322.9459300000124
    Turquie,2012-11-01,0.0
     Royaume-Uni,2012-11-01,139.086793
     Russie,2012-11-01,72.203964
     Autres pays d'Europe,2012-11-01,973.15925
II. ASIE,2012-11-01,32014.004566
     Arabie Saoudite,2012-11-01,10854.582011
     Bangladesh,2012-11-01,0.0
     Corée du Nord,2012-11-01,0.0
     Corée du Sud,2012-11-01,0.0
     Emirats Arabes Unis,2012-11-01,0.0
     Hong-Kong,2012-11-01,27.855931
     Iran,2012-11-01,0.0
     Japon,2012-11-01,1218.346979
     Pakistan,2012-11-01,1220.585325
     Rép. Pop. de Chine,2012-11-01,6963.033579
     Taiwan,2012-11-01,0.0
     Union Indienne,2012-11-01,6725.507637
     Autres pays d'Asie,2012-11-01,5004.093104
III. AFRIQUE,2012-11-01,31677.750586000002
     Afrique du Sud,2012-11-01,4131.661025
     Djibouti,2012-11-01,0.0
     Kenya,2012-11-01,5731.584947
     Ouganda,2012-11-01,5869.647538
     R.D.C. (1),2012-11-01,319.614528
     Rwanda,2012-11-01,3234.656196
     Tanzanie,2012-11-01,5938.482927
     Zambie,2012-11-01,3488.814122
     Zimbabwe,2012-11-01,0.0
     Autres pays d'Afrique,2012-11-01,2963.2893029999996
 IV. AMERIQUE,2012-11-01,4172.389552
     Etats-Unis ,2012-11-01,3830.581761
     Canada,2012-11-01,336.162661
     Autres pays d'Amérique,2012-11-01,5.64513
  V. OCEANIE,2012-11-01,293.24666
     Australie,2012-11-01,0.0
     Autres pays de l'Océanie,2012-11-01,293.24666
 VI. PAYS NON SPECIFIES,2012-11-01,0.0
TOTAL,2012-11-01,96628.7
  I. EUROPE,2012-12-01,24140.464765999994
   1. Union Européenne,2012-12-01,20520.100000000002
     Allemagne,2012-12-01,6225.2
     Belgique - Luxembourg,2012-12-01,9236.7
     Danemark,2012-12-01,275.3
     Espagne,2012-12-01,14.0
     France,2012-12-01,2617.8
     Grèce,2012-12-01,0.0
     Irlande,2012-12-01,13.2
     Italie,2012-12-01,439.7
     Pays-Bas,2012-12-01,1339.2
     Portugal,2012-12-01,250.2
     Roumanie,2012-12-01,0.0
     Autres pays de l'U.E.,2012-12-01,108.8
   2. AUTRES,2012-12-01,3620.3647659999906
     Suisse,2012-12-01,116.7
    Turquie,2012-12-01,0.0
     Royaume-Uni,2012-12-01,776.76476599999
     Russie,2012-12-01,0.0
     Autres pays d'Europe,2012-12-01,2726.9000000000005
II. ASIE,2012-12-01,43708.2
     Arabie Saoudite,2012-12-01,10587.0
     Bangladesh,2012-12-01,0.0
     Corée du Nord,2012-12-01,0.0
     Corée du Sud,2012-12-01,62.5
     Emirats Arabes Unis,2012-12-01,0.0
     Hong-Kong,2012-12-01,853.9
     Iran,2012-12-01,0.0
     Japon,2012-12-01,2808.7
     Pakistan,2012-12-01,1091.7
     Rép. Pop. de Chine,2012-12-01,9193.5
     Taiwan,2012-12-01,78.5
     Union Indienne,2012-12-01,14641.9
     Autres pays d'Asie,2012-12-01,4390.5
III. AFRIQUE,2012-12-01,31722.600000000002
     Afrique du Sud,2012-12-01,3753.3
     Djibouti,2012-12-01,0.0
     Kenya,2012-12-01,6948.7
     Ouganda,2012-12-01,7363.5
     R.D.C. (1),2012-12-01,158.4
     Rwanda,2012-12-01,1840.4
     Tanzanie,2012-12-01,4675.2
     Zambie,2012-12-01,4424.5
     Zimbabwe,2012-12-01,0.0
     Autres pays d'Afrique,2012-12-01,2558.6
 IV. AMERIQUE,2012-12-01,2703.2
     Etats-Unis ,2012-12-01,957.0
     Canada,2012-12-01,1735.7
     Autres pays d'Amérique,2012-12-01,10.5
  V. OCEANIE,2012-12-01,522.3
     Australie,2012-12-01,17.5
     Autres pays de l'Océanie,2012-12-01,504.8
 VI. PAYS NON SPECIFIES,2012-12-01,0.0
TOTAL,2012-12-01,102796.764766
  I. EUROPE,2013-01-01,20792.129855
   1. Union Européenne,2013-01-01,16151.100558
     Allemagne,2013-01-01,2774.145491
     Belgique - Luxembourg,2013-01-01,8214.10002
     Danemark,2013-01-01,486.582569
     Espagne,2013-01-01,43.084664
     France,2013-01-01,3448.364992
     Grèce,2013-01-01,0.0
     Irlande,2013-01-01,0.0
     Italie,2013-01-01,1042.031219
     Pays-Bas,2013-01-01,100.118933
     Portugal,2013-01-01,0.0
     Roumanie,2013-01-01,0.0
     Autres pays de l'U.E.,2013-01-01,42.67267
   2. AUTRES,2013-01-01,4641.029296999999
     Suisse,2013-01-01,95.719278
    Turquie,2013-01-01,0.0
     Royaume-Uni,2013-01-01,143.882497
     Russie,2013-01-01,1.794135
     Autres pays d'Europe,2013-01-01,4399.633387
II. ASIE,2013-01-01,52851.82786999998
     Arabie Saoudite,2013-01-01,15538.23486
     Bangladesh,2013-01-01,2.949043
     Corée du Nord,2013-01-01,53.70881
     Corée du Sud,2013-01-01,226.954039
     Emirats Arabes Unis,2013-01-01,0.0
     Hong-Kong,2013-01-01,73.207389
     Iran,2013-01-01,474.951346
     Japon,2013-01-01,3882.96141
     Pakistan,2013-01-01,138.777516
     Rép. Pop. de Chine,2013-01-01,16344.190608
     Taiwan,2013-01-01,0.147384
     Union Indienne,2013-01-01,9532.132636
     Autres pays d'Asie,2013-01-01,6583.612828999978
III. AFRIQUE,2013-01-01,44111.419988
     Afrique du Sud,2013-01-01,8030.328632
     Djibouti,2013-01-01,0.0
     Kenya,2013-01-01,9009.043144
     Ouganda,2013-01-01,6277.080982
     R.D.C. (1),2013-01-01,493.5272
     Rwanda,2013-01-01,1558.820494
     Tanzanie,2013-01-01,6466.111868
     Zambie,2013-01-01,4537.203111
     Zimbabwe,2013-01-01,167.422393
     Autres pays d'Afrique,2013-01-01,7571.882164
 IV. AMERIQUE,2013-01-01,1064.038992
     Etats-Unis ,2013-01-01,819.639142
     Canada,2013-01-01,170.054212
     Autres pays d'Amérique,2013-01-01,74.345638
  V. OCEANIE,2013-01-01,1223.283295
     Australie,2013-01-01,173.504333
     Autres pays de l'Océanie,2013-01-01,1049.7789619999999
 VI. PAYS NON SPECIFIES,2013-01-01,0.0
TOTAL,2013-01-01,120042.7
  I. EUROPE,2013-02-01,23263.568803000002
   1. Union Européenne,2013-02-01,18325.376482
     Allemagne,2013-02-01,3782.482701
     Belgique - Luxembourg,2013-02-01,9019.896824
     Danemark,2013-02-01,244.221229
     Espagne,2013-02-01,213.08975
     France,2013-02-01,1797.022112
     Grèce,2013-02-01,48.469374
     Irlande,2013-02-01,0.0
     Italie,2013-02-01,1348.941811
     Pays-Bas,2013-02-01,658.489238
     Portugal,2013-02-01,0.0
     Roumanie,2013-02-01,13.858674
     Autres pays de l'U.E.,2013-02-01,1198.904769
   2. AUTRES,2013-02-01,4938.192321
     Suisse,2013-02-01,673.695354
    Turquie,2013-02-01,0.0
     Royaume-Uni,2013-02-01,170.346757
     Russie,2013-02-01,784.303341
     Autres pays d'Europe,2013-02-01,3309.846869
II. ASIE,2013-02-01,37636.78175299999
     Arabie Saoudite,2013-02-01,11231.380519
     Bangladesh,2013-02-01,0.0
     Corée du Nord,2013-02-01,0.414135
     Corée du Sud,2013-02-01,28.718835
     Emirats Arabes Unis,2013-02-01,0.0
     Hong-Kong,2013-02-01,76.925162
     Iran,2013-02-01,37.341114
     Japon,2013-02-01,1426.254679
     Pakistan,2013-02-01,16.160283
     Rép. Pop. de Chine,2013-02-01,12011.385876
     Taiwan,2013-02-01,0.0
     Union Indienne,2013-02-01,8266.596493
     Autres pays d'Asie,2013-02-01,4541.604656999987
III. AFRIQUE,2013-02-01,25801.140869000003
     Afrique du Sud,2013-02-01,2363.093178
     Djibouti,2013-02-01,0.0
     Kenya,2013-02-01,5763.276453
     Ouganda,2013-02-01,5510.715291
     R.D.C. (1),2013-02-01,443.177281
     Rwanda,2013-02-01,989.498573
     Tanzanie,2013-02-01,6929.913807
     Zambie,2013-02-01,1948.030988
     Zimbabwe,2013-02-01,0.0
     Autres pays d'Afrique,2013-02-01,1853.4352980000003
 IV. AMERIQUE,2013-02-01,2919.892979
     Etats-Unis ,2013-02-01,2550.180886
     Canada,2013-02-01,132.080796
     Autres pays d'Amérique,2013-02-01,237.631297
  V. OCEANIE,2013-02-01,37.888562
     Australie,2013-02-01,14.528567
     Autres pays de l'Océanie,2013-02-01,23.359995
 VI. PAYS NON SPECIFIES,2013-02-01,84.7
TOTAL,2013-02-01,89743.97296599997
  I. EUROPE,2013-03-01,51825.49873199999
   1. Union Européenne,2013-03-01,47798.172677999995
     Allemagne,2013-03-01,6398.530527
     Belgique - Luxembourg,2013-03-01,23371.495254999998
     Danemark,2013-03-01,4099.129763
     Espagne,2013-03-01,72.539004
     France,2013-03-01,3026.957347
     Grèce,2013-03-01,0.0
     Irlande,2013-03-01,45.668315
     Italie,2013-03-01,1409.77793
     Pays-Bas,2013-03-01,9061.479011
     Portugal,2013-03-01,147.694014
     Roumanie,2013-03-01,0.0
     Autres pays de l'U.E.,2013-03-01,164.901512
   2. AUTRES,2013-03-01,4027.326054
     Suisse,2013-03-01,1695.903135
    Turquie,2013-03-01,0.0
     Royaume-Uni,2013-03-01,486.002456
     Russie,2013-03-01,0.0
     Autres pays d'Europe,2013-03-01,1845.420463
II. ASIE,2013-03-01,25298.486351
     Arabie Saoudite,2013-03-01,8619.845748
     Bangladesh,2013-03-01,0.0
     Corée du Nord,2013-03-01,0.0
     Corée du Sud,2013-03-01,147.017237
     Emirats Arabes Unis,2013-03-01,0.0
     Hong-Kong,2013-03-01,25.875147
     Iran,2013-03-01,0.0
     Japon,2013-03-01,1485.115655
     Pakistan,2013-03-01,38.117981
     Rép. Pop. de Chine,2013-03-01,4285.29676
     Taiwan,2013-03-01,7.2215
     Union Indienne,2013-03-01,4234.061122
     Autres pays d'Asie,2013-03-01,6455.935201
III. AFRIQUE,2013-03-01,26688.767455
     Afrique du Sud,2013-03-01,6354.900109
     Djibouti,2013-03-01,0.0
     Kenya,2013-03-01,5532.512186
     Ouganda,2013-03-01,4245.115432
     R.D.C. (1),2013-03-01,508.777703
     Rwanda,2013-03-01,1462.395986
     Tanzanie,2013-03-01,6151.886905
     Zambie,2013-03-01,872.311774
     Zimbabwe,2013-03-01,0.0
     Autres pays d'Afrique,2013-03-01,1560.86736
 IV. AMERIQUE,2013-03-01,24577.864361999997
     Etats-Unis ,2013-03-01,24423.654484
     Canada,2013-03-01,90.450824
     Autres pays d'Amérique,2013-03-01,63.759054000000006
  V. OCEANIE,2013-03-01,22.104046
     Australie,2013-03-01,22.104046
     Autres pays de l'Océanie,2013-03-01,0.0
 VI. PAYS NON SPECIFIES,2013-03-01,0.0
TOTAL,2013-03-01,128412.72094599999
  I. EUROPE,2013-04-01,13475.362105523149
   1. Union Européenne,2013-04-01,12747.10794952315
     Allemagne,2013-04-01,1233.3503298
     Belgique - Luxembourg,2013-04-01,7418.111143
     Danemark,2013-04-01,131.589869
     Espagne,2013-04-01,17.04378
     France,2013-04-01,1389.336256
     Grèce,2013-04-01,0.0
     Irlande,2013-04-01,0.0
     Italie,2013-04-01,1509.3199187231519
     Pays-Bas,2013-04-01,840.792348
     Portugal,2013-04-01,0.0
     Roumanie,2013-04-01,33.4952
     Autres pays de l'U.E.,2013-04-01,174.06910499999998
   2. AUTRES,2013-04-01,728.254156
     Suisse,2013-04-01,83.305706
    Turquie,2013-04-01,0.0
     Royaume-Uni,2013-04-01,185.934394
     Russie,2013-04-01,4.166409
     Autres pays d'Europe,2013-04-01,454.847647
II. ASIE,2013-04-01,41020.5953822349
     Arabie Saoudite,2013-04-01,2384.4901
     Bangladesh,2013-04-01,0.0
     Corée du Nord,2013-04-01,33.827207
     Corée du Sud,2013-04-01,14.429921
     Emirats Arabes Unis,2013-04-01,0.0
     Hong-Kong,2013-04-01,20.300711
     Iran,2013-04-01,0.0
     Japon,2013-04-01,5248.667986
     Pakistan,2013-04-01,23.490419
     Rép. Pop. de Chine,2013-04-01,5902.982383
     Taiwan,2013-04-01,6.817799
     Union Indienne,2013-04-01,6289.154247
     Autres pays d'Asie,2013-04-01,21096.43460923489
III. AFRIQUE,2013-04-01,55787.32869971
     Afrique du Sud,2013-04-01,1645.740708
     Djibouti,2013-04-01,0.0
     Kenya,2013-04-01,5587.777029
     Ouganda,2013-04-01,27346.267455510002
     R.D.C. (1),2013-04-01,194.141609
     Rwanda,2013-04-01,8767.980098
     Tanzanie,2013-04-01,10634.0488702
     Zambie,2013-04-01,452.96096
     Zimbabwe,2013-04-01,0.0
     Autres pays d'Afrique,2013-04-01,1158.4119700000003
 IV. AMERIQUE,2013-04-01,1566.2121550000002
     Etats-Unis ,2013-04-01,1541.336567
     Canada,2013-04-01,15.832975
     Autres pays d'Amérique,2013-04-01,9.042613
  V. OCEANIE,2013-04-01,273.05728899999997
     Australie,2013-04-01,32.351372
     Autres pays de l'Océanie,2013-04-01,240.705917
 VI. PAYS NON SPECIFIES,2013-04-01,0.0
TOTAL,2013-04-01,112122.55563146804
  I. EUROPE,2013-05-01,20412.6513299
   1. Union Européenne,2013-05-01,19393.67039392
     Allemagne,2013-05-01,1647.24899709
     Belgique - Luxembourg,2013-05-01,7227.589431099998
     Danemark,2013-05-01,2082.59972446
     Espagne,2013-05-01,18.39410125
     France,2013-05-01,1289.9984689600003
     Grèce,2013-05-01,0.0
     Irlande,2013-05-01,1.61640858
     Italie,2013-05-01,3856.206324319999
     Pays-Bas,2013-05-01,2386.7991507299994
     Portugal,2013-05-01,168.13737095
     Roumanie,2013-05-01,13.98111888
     Autres pays de l'U.E.,2013-05-01,701.0992975999999
   2. AUTRES,2013-05-01,1018.9809359799999
     Suisse,2013-05-01,126.26075548
    Turquie,2013-05-01,0.0
     Royaume-Uni,2013-05-01,876.4632676199999
     Russie,2013-05-01,0.0
     Autres pays d'Europe,2013-05-01,16.25691288
II. ASIE,2013-05-01,37179.32220167002
     Arabie Saoudite,2013-05-01,9819.3082962
     Bangladesh,2013-05-01,0.0
     Corée du Nord,2013-05-01,21.73690688
     Corée du Sud,2013-05-01,271.62395127
     Emirats Arabes Unis,2013-05-01,0.0
     Hong-Kong,2013-05-01,301.93998996
     Iran,2013-05-01,0.0
     Japon,2013-05-01,2527.6286646299995
     Pakistan,2013-05-01,7.1169674800000005
     Rép. Pop. de Chine,2013-05-01,7581.865531510003
     Taiwan,2013-05-01,45.18555215999999
     Union Indienne,2013-05-01,11335.212789289997
     Autres pays d'Asie,2013-05-01,5267.70355229002
III. AFRIQUE,2013-05-01,37799.971854740004
     Afrique du Sud,2013-05-01,1824.6500885599992
     Djibouti,2013-05-01,0.0
     Kenya,2013-05-01,5997.621300660003
     Ouganda,2013-05-01,4976.1485201600035
     R.D.C. (1),2013-05-01,936.26321677
     Rwanda,2013-05-01,1214.2717168
     Tanzanie,2013-05-01,20031.824541330003
     Zambie,2013-05-01,1509.68801678
     Zimbabwe,2013-05-01,138.21179429
     Autres pays d'Afrique,2013-05-01,1171.29265939
 IV. AMERIQUE,2013-05-01,5374.4587812499985
     Etats-Unis ,2013-05-01,5154.425735849999
     Canada,2013-05-01,173.48948372000004
     Autres pays d'Amérique,2013-05-01,46.543561679999996
  V. OCEANIE,2013-05-01,2286.32993197
     Australie,2013-05-01,1999.7108412999999
     Autres pays de l'Océanie,2013-05-01,286.61909067
 VI. PAYS NON SPECIFIES,2013-05-01,1.0
TOTAL,2013-05-01,103053.73409953002
  I. EUROPE,2013-06-01,18535.300000000003
   1. Union Européenne,2013-06-01,15853.400000000001
     Allemagne,2013-06-01,2707.6
     Belgique - Luxembourg,2013-06-01,5339.8
     Danemark,2013-06-01,943.7
     Espagne,2013-06-01,222.7
     France,2013-06-01,2758.9
     Grèce,2013-06-01,24.5
     Irlande,2013-06-01,0.0
     Italie,2013-06-01,1242.3
     Pays-Bas,2013-06-01,2458.2
     Portugal,2013-06-01,115.1
     Roumanie,2013-06-01,12.1
     Autres pays de l'U.E.,2013-06-01,28.5
   2. AUTRES,2013-06-01,2681.8999999999996
     Suisse,2013-06-01,677.8
    Turquie,2013-06-01,0.0
     Royaume-Uni,2013-06-01,1955.1
     Russie,2013-06-01,0.0
     Autres pays d'Europe,2013-06-01,49.0
II. ASIE,2013-06-01,37526.0
     Arabie Saoudite,2013-06-01,12076.5
     Bangladesh,2013-06-01,0.0
     Corée du Nord,2013-06-01,15.2
     Corée du Sud,2013-06-01,69.8
     Emirats Arabes Unis,2013-06-01,0.0
     Hong-Kong,2013-06-01,6.5
     Iran,2013-06-01,0.0
     Japon,2013-06-01,2378.4
     Pakistan,2013-06-01,0.0
     Rép. Pop. de Chine,2013-06-01,5583.7
     Taiwan,2013-06-01,114.1
     Union Indienne,2013-06-01,12064.0
     Autres pays d'Asie,2013-06-01,5217.799999999999
III. AFRIQUE,2013-06-01,41458.75
     Afrique du Sud,2013-06-01,912.7
     Djibouti,2013-06-01,528.95
     Kenya,2013-06-01,7980.8
     Ouganda,2013-06-01,4706.7
     R.D.C. (1),2013-06-01,550.6
     Rwanda,2013-06-01,920.2
     Tanzanie,2013-06-01,22561.7
     Zambie,2013-06-01,2674.2
     Zimbabwe,2013-06-01,0.0
     Autres pays d'Afrique,2013-06-01,622.9
 IV. AMERIQUE,2013-06-01,7425.5
     Etats-Unis ,2013-06-01,7275.6
     Canada,2013-06-01,81.4
     Autres pays d'Amérique,2013-06-01,68.5
  V. OCEANIE,2013-06-01,650.8
     Australie,2013-06-01,42.3
     Autres pays de l'Océanie,2013-06-01,608.5
 VI. PAYS NON SPECIFIES,2013-06-01,0.0
TOTAL,2013-06-01,105596.35
  I. EUROPE,2013-07-01,14824.598372739845
   1. Union Européenne,2013-07-01,12212.342879710222
     Allemagne,2013-07-01,3517.6686062206277
