     Pays de destination,Date,Value
TOTAL,2004-01-01,14082.999999999998
  I. EUROPE,2004-02-01,4297.200000000001
   1. Union Européenne,2004-02-01,3912.2000000000003
     Allemagne,2004-02-01,620.9
     Belgique - Luxembourg,2004-02-01,1871.1
     Danemark,2004-02-01,476.4
     Espagne,2004-02-01,8.3
     France,2004-02-01,380.9
     Grèce,2004-02-01,0.0
     Irlande,2004-02-01,0.0
     Italie,2004-02-01,249.0
     Pays-Bas,2004-02-01,275.2
     Portugal,2004-02-01,0.0
     Roumanie,2004-02-01,16.4
     Autres pays de l'U.E.,2004-02-01,14.0
   2. AUTRES,2004-02-01,385.0
     Suisse,2004-02-01,102.4
    Turquie,2004-02-01,0.0
     Royaume-Uni,2004-02-01,186.8
     Russie,2004-02-01,0.0
     Autres pays d'Europe,2004-02-01,95.8
II. ASIE,2004-02-01,2447.3
     Arabie Saoudite,2004-02-01,69.3
     Bangladesh,2004-02-01,0.0
     Corée du Nord,2004-02-01,27.5
     Corée du Sud,2004-02-01,93.3
     Emirats Arabes Unis,2004-02-01,0.0
     Hong-Kong,2004-02-01,0.0
     Iran,2004-02-01,0.0
     Japon,2004-02-01,667.4
     Pakistan,2004-02-01,0.0
     Rép. Pop. de Chine,2004-02-01,468.7
     Taiwan,2004-02-01,0.0
     Union Indienne,2004-02-01,512.1
     Autres pays d'Asie,2004-02-01,609.0
III. AFRIQUE,2004-02-01,5991.8
     Afrique du Sud,2004-02-01,687.4
     Djibouti,2004-02-01,0.0
     Kenya,2004-02-01,1627.0
     Ouganda,2004-02-01,1082.0
     R.D.C. (1),2004-02-01,299.1
     Rwanda,2004-02-01,42.6
     Tanzanie,2004-02-01,1779.5
     Zambie,2004-02-01,372.4
     Zimbabwe,2004-02-01,0.0
     Autres pays d'Afrique,2004-02-01,101.8
 IV. AMERIQUE,2004-02-01,478.2
     Etats-Unis ,2004-02-01,374.8
     Canada,2004-02-01,8.4
     Autres pays d'Amérique,2004-02-01,95.0
  V. OCEANIE,2004-02-01,0.0
     Australie,2004-02-01,0.0
     Autres pays de l'Océanie,2004-02-01,0.0
 VI. PAYS NON SPECIFIES,2004-02-01,2.6
TOTAL,2004-02-01,13217.100000000002
  I. EUROPE,2004-03-01,6852.899999999999
   1. Union Européenne,2004-03-01,6368.499999999999
     Allemagne,2004-03-01,1005.2
     Belgique - Luxembourg,2004-03-01,2622.2
     Danemark,2004-03-01,703.2
     Espagne,2004-03-01,0
     France,2004-03-01,1602.7
     Grèce,2004-03-01,0
     Irlande,2004-03-01,0
     Italie,2004-03-01,191.9
     Pays-Bas,2004-03-01,238.8
     Portugal,2004-03-01,0
     Roumanie,2004-03-01,0
     Autres pays de l'U.E.,2004-03-01,4.5
   2. AUTRES,2004-03-01,484.40000000000003
     Suisse,2004-03-01,97.3
    Turquie,2004-03-01,0
     Royaume-Uni,2004-03-01,297.6
     Russie,2004-03-01,0
     Autres pays d'Europe,2004-03-01,89.5
II. ASIE,2004-03-01,3832.9
     Arabie Saoudite,2004-03-01,100.4
     Bangladesh,2004-03-01,0
     Corée du Nord,2004-03-01,0
     Corée du Sud,2004-03-01,51.6
     Emirats Arabes Unis,2004-03-01,0
     Hong-Kong,2004-03-01,0
     Iran,2004-03-01,…
     Japon,2004-03-01,887.2
     Pakistan,2004-03-01,0
     Rép. Pop. de Chine,2004-03-01,769.3
     Taiwan,2004-03-01,0
     Union Indienne,2004-03-01,681.8
     Autres pays d'Asie,2004-03-01,1342.6
III. AFRIQUE,2004-03-01,7708.900000000001
     Afrique du Sud,2004-03-01,444.6
     Djibouti,2004-03-01,0
     Kenya,2004-03-01,2450.4
     Ouganda,2004-03-01,1423.1
     R.D.C. (1),2004-03-01,374.7
     Rwanda,2004-03-01,40.1
     Tanzanie,2004-03-01,1415
     Zambie,2004-03-01,748.3
     Zimbabwe,2004-03-01,20
     Autres pays d'Afrique,2004-03-01,792.7
 IV. AMERIQUE,2004-03-01,550.9
     Etats-Unis ,2004-03-01,417.2
     Canada,2004-03-01,128.6
     Autres pays d'Amérique,2004-03-01,5.1
  V. OCEANIE,2004-03-01,2.6
     Australie,2004-03-01,2.6
     Autres pays de l'Océanie,2004-03-01,0
 VI. PAYS NON SPECIFIES,2004-03-01,42.9
TOTAL,2004-03-01,18991.100000000002
  I. EUROPE,2004-04-01,4233
   1. Union Européenne,2004-04-01,3754.8999999999996
     Allemagne,2004-04-01,285.6
     Belgique - Luxembourg,2004-04-01,1845.5
     Danemark,2004-04-01,0
     Espagne,2004-04-01,174.1
     France,2004-04-01,224.5
     Grèce,2004-04-01,64
     Irlande,2004-04-01,…
     Italie,2004-04-01,654.7
     Pays-Bas,2004-04-01,490.7
     Portugal,2004-04-01,0
     Roumanie,2004-04-01,0
     Autres pays de l'U.E.,2004-04-01,15.8
   2. AUTRES,2004-04-01,478.1
     Suisse,2004-04-01,71.8
    Turquie,2004-04-01,0
     Royaume-Uni,2004-04-01,267.6
     Russie,2004-04-01,0
     Autres pays d'Europe,2004-04-01,138.7
II. ASIE,2004-04-01,3169.9
     Arabie Saoudite,2004-04-01,51.8
     Bangladesh,2004-04-01,0
     Corée du Nord,2004-04-01,0
     Corée du Sud,2004-04-01,55.2
     Emirats Arabes Unis,2004-04-01,0
     Hong-Kong,2004-04-01,0
     Iran,2004-04-01,95.5
     Japon,2004-04-01,1001.5
     Pakistan,2004-04-01,0
     Rép. Pop. de Chine,2004-04-01,515
     Taiwan,2004-04-01,0
     Union Indienne,2004-04-01,790.9
     Autres pays d'Asie,2004-04-01,660
III. AFRIQUE,2004-04-01,5227.299999999999
     Afrique du Sud,2004-04-01,264.9
     Djibouti,2004-04-01,0
     Kenya,2004-04-01,1984.8
     Ouganda,2004-04-01,200.9
     R.D.C. (1),2004-04-01,253.1
     Rwanda,2004-04-01,26.6
     Tanzanie,2004-04-01,1155.3
     Zambie,2004-04-01,802.2
     Zimbabwe,2004-04-01,74.6
     Autres pays d'Afrique,2004-04-01,464.9
 IV. AMERIQUE,2004-04-01,296.4
     Etats-Unis ,2004-04-01,114.8
     Canada,2004-04-01,116.6
     Autres pays d'Amérique,2004-04-01,65
  V. OCEANIE,2004-04-01,0
     Australie,2004-04-01,0
     Autres pays de l'Océanie,2004-04-01,0
 VI. PAYS NON SPECIFIES,2004-04-01,263.5
TOTAL,2004-04-01,13190.099999999999
  I. EUROPE,2004-05-01,3981.0
   1. Union Européenne,2004-05-01,3825.0
     Allemagne,2004-05-01,275.8
     Belgique - Luxembourg,2004-05-01,2263.3
     Danemark,2004-05-01,696.0
     Espagne,2004-05-01,41.2
     France,2004-05-01,253.5
     Grèce,2004-05-01,83.7
     Irlande,2004-05-01,0.0
     Italie,2004-05-01,8.3
     Pays-Bas,2004-05-01,203.2
     Portugal,2004-05-01,0.0
     Roumanie,2004-05-01,0.0
     Autres pays de l'U.E.,2004-05-01,0.0
   2. AUTRES,2004-05-01,156.0
     Suisse,2004-05-01,35.4
    Turquie,2004-05-01,0.0
     Royaume-Uni,2004-05-01,61.3
     Russie,2004-05-01,14.0
     Autres pays d'Europe,2004-05-01,45.3
II. ASIE,2004-05-01,2629.0
     Arabie Saoudite,2004-05-01,66.5
     Bangladesh,2004-05-01,0.0
     Corée du Nord,2004-05-01,25.4
     Corée du Sud,2004-05-01,43.1
     Emirats Arabes Unis,2004-05-01,0.0
     Hong-Kong,2004-05-01,0.0
     Iran,2004-05-01,221.7
     Japon,2004-05-01,686.8
     Pakistan,2004-05-01,0.0
     Rép. Pop. de Chine,2004-05-01,174.9
     Taiwan,2004-05-01,0.0
     Union Indienne,2004-05-01,859.9
     Autres pays d'Asie,2004-05-01,550.7
III. AFRIQUE,2004-05-01,4756.2
     Afrique du Sud,2004-05-01,504.0
     Djibouti,2004-05-01,0.0
     Kenya,2004-05-01,1598.0
     Ouganda,2004-05-01,255.9
     R.D.C. (1),2004-05-01,269.4
     Rwanda,2004-05-01,58.7
     Tanzanie,2004-05-01,1213.4
     Zambie,2004-05-01,699.8
     Zimbabwe,2004-05-01,26.4
     Autres pays d'Afrique,2004-05-01,130.6
 IV. AMERIQUE,2004-05-01,294.49999999999994
     Etats-Unis ,2004-05-01,224.2
     Canada,2004-05-01,47.4
     Autres pays d'Amérique,2004-05-01,22.9
  V. OCEANIE,2004-05-01,9.4
     Australie,2004-05-01,9.4
     Autres pays de l'Océanie,2004-05-01,0.0
 VI. PAYS NON SPECIFIES,2004-05-01,242.4
TOTAL,2004-05-01,11912.5
  I. EUROPE,2004-06-01,4519.400000000001
   1. Union Européenne,2004-06-01,4232.1
     Allemagne,2004-06-01,89.9
     Belgique - Luxembourg,2004-06-01,2641.5
     Danemark,2004-06-01,260.4
     Espagne,2004-06-01,45.6
     France,2004-06-01,584.9
     Grèce,2004-06-01,0.0
     Irlande,2004-06-01,1.1
     Italie,2004-06-01,157.1
     Pays-Bas,2004-06-01,451.6
     Portugal,2004-06-01,0.0
     Roumanie,2004-06-01,0.0
     Autres pays de l'U.E.,2004-06-01,0.0
   2. AUTRES,2004-06-01,287.3
     Suisse,2004-06-01,73.2
    Turquie,2004-06-01,0.0
     Royaume-Uni,2004-06-01,168.1
     Russie,2004-06-01,18.5
     Autres pays d'Europe,2004-06-01,27.5
II. ASIE,2004-06-01,3533.3
     Arabie Saoudite,2004-06-01,68.1
     Bangladesh,2004-06-01,4.2
     Corée du Nord,2004-06-01,12.0
     Corée du Sud,2004-06-01,6.6
     Emirats Arabes Unis,2004-06-01,0.0
     Hong-Kong,2004-06-01,0.0
     Iran,2004-06-01,14.6
     Japon,2004-06-01,1678.5
     Pakistan,2004-06-01,0.0
     Rép. Pop. de Chine,2004-06-01,569.7
     Taiwan,2004-06-01,0.0
     Union Indienne,2004-06-01,646.9
     Autres pays d'Asie,2004-06-01,532.7
III. AFRIQUE,2004-06-01,9121.5
     Afrique du Sud,2004-06-01,207.4
     Djibouti,2004-06-01,0.0
     Kenya,2004-06-01,2893.3
     Ouganda,2004-06-01,2691.0
     R.D.C. (1),2004-06-01,71.7
     Rwanda,2004-06-01,31.5
     Tanzanie,2004-06-01,1828.1
     Zambie,2004-06-01,737.0
     Zimbabwe,2004-06-01,1.0
     Autres pays d'Afrique,2004-06-01,660.5
 IV. AMERIQUE,2004-06-01,366.0
     Etats-Unis ,2004-06-01,148.2
     Canada,2004-06-01,119.3
     Autres pays d'Amérique,2004-06-01,98.5
  V. OCEANIE,2004-06-01,75.0
     Australie,2004-06-01,75.0
     Autres pays de l'Océanie,2004-06-01,0.0
 VI. PAYS NON SPECIFIES,2004-06-01,21.8
TOTAL,2004-06-01,17637.0
  I. EUROPE,2004-07-01,5276.299999999999
   1. Union Européenne,2004-07-01,4326.7
     Allemagne,2004-07-01,666.1
     Belgique - Luxembourg,2004-07-01,1329.2
     Danemark,2004-07-01,353.2
     Espagne,2004-07-01,2.4
     France,2004-07-01,1047.7
     Grèce,2004-07-01,0.0
     Irlande,2004-07-01,0.0
     Italie,2004-07-01,642.2
     Pays-Bas,2004-07-01,165.7
     Portugal,2004-07-01,0.0
     Roumanie,2004-07-01,0.0
     Autres pays de l'U.E.,2004-07-01,120.2
   2. AUTRES,2004-07-01,949.5999999999999
     Suisse,2004-07-01,296.7
    Turquie,2004-07-01,437.2
     Royaume-Uni,2004-07-01,165.8
     Russie,2004-07-01,0.0
     Autres pays d'Europe,2004-07-01,49.9
II. ASIE,2004-07-01,2784.8999999999996
     Arabie Saoudite,2004-07-01,22.2
     Bangladesh,2004-07-01,0.0
     Corée du Nord,2004-07-01,0.0
     Corée du Sud,2004-07-01,110.3
     Emirats Arabes Unis,2004-07-01,0.0
     Hong-Kong,2004-07-01,25.6
     Iran,2004-07-01,15.2
     Japon,2004-07-01,873.3
     Pakistan,2004-07-01,0.0
     Rép. Pop. de Chine,2004-07-01,0.0
     Taiwan,2004-07-01,0.0
     Union Indienne,2004-07-01,919.5
     Autres pays d'Asie,2004-07-01,818.8
III. AFRIQUE,2004-07-01,7237.599999999999
     Afrique du Sud,2004-07-01,388.1
     Djibouti,2004-07-01,0.0
     Kenya,2004-07-01,3143.4
     Ouganda,2004-07-01,1211.9
     R.D.C. (1),2004-07-01,168.5
     Rwanda,2004-07-01,7.8
     Tanzanie,2004-07-01,1318.8
     Zambie,2004-07-01,721.7
     Zimbabwe,2004-07-01,76.4
     Autres pays d'Afrique,2004-07-01,201.0
 IV. AMERIQUE,2004-07-01,535.0
     Etats-Unis ,2004-07-01,86.5
     Canada,2004-07-01,406.9
     Autres pays d'Amérique,2004-07-01,41.6
  V. OCEANIE,2004-07-01,0.0
     Australie,2004-07-01,0.0
     Autres pays de l'Océanie,2004-07-01,0.0
 VI. PAYS NON SPECIFIES,2004-07-01,418.2
TOTAL,2004-07-01,16251.8
  I. EUROPE,2004-08-01,4405.4
   1. Union Européenne,2004-08-01,4094.7
     Allemagne,2004-08-01,1179.4
     Belgique - Luxembourg,2004-08-01,1678.8
     Danemark,2004-08-01,356.7
     Espagne,2004-08-01,0
     France,2004-08-01,662.5
     Grèce,2004-08-01,0
     Irlande,2004-08-01,12
     Italie,2004-08-01,127.3
     Pays-Bas,2004-08-01,78
     Portugal,2004-08-01,0
     Roumanie,2004-08-01,0
     Autres pays de l'U.E.,2004-08-01,…
   2. AUTRES,2004-08-01,310.7
     Suisse,2004-08-01,72.6
    Turquie,2004-08-01,83.5
     Royaume-Uni,2004-08-01,60.2
     Russie,2004-08-01,19.4
     Autres pays d'Europe,2004-08-01,75
II. ASIE,2004-08-01,4455.8
     Arabie Saoudite,2004-08-01,5.4
     Bangladesh,2004-08-01,10.7
     Corée du Nord,2004-08-01,0
     Corée du Sud,2004-08-01,54
     Emirats Arabes Unis,2004-08-01,0
     Hong-Kong,2004-08-01,0
     Iran,2004-08-01,29.3
     Japon,2004-08-01,619.7
     Pakistan,2004-08-01,0
     Rép. Pop. de Chine,2004-08-01,1603.6
     Taiwan,2004-08-01,0
     Union Indienne,2004-08-01,788.8
     Autres pays d'Asie,2004-08-01,1344.3
III. AFRIQUE,2004-08-01,5906.900000000001
     Afrique du Sud,2004-08-01,354.3
     Djibouti,2004-08-01,0
     Kenya,2004-08-01,2486.7
     Ouganda,2004-08-01,672.8
     R.D.C. (1),2004-08-01,68.7
     Rwanda,2004-08-01,56.6
     Tanzanie,2004-08-01,1347.7
     Zambie,2004-08-01,364.5
     Zimbabwe,2004-08-01,0
     Autres pays d'Afrique,2004-08-01,555.6
 IV. AMERIQUE,2004-08-01,515.6
     Etats-Unis ,2004-08-01,34.3
     Canada,2004-08-01,463.4
     Autres pays d'Amérique,2004-08-01,17.9
  V. OCEANIE,2004-08-01,0
     Australie,2004-08-01,…
     Autres pays de l'Océanie,2004-08-01,0
 VI. PAYS NON SPECIFIES,2004-08-01,101.3
TOTAL,2004-08-01,15385.000000000002
  I. EUROPE,2004-09-01,6470.7
   1. Union Européenne,2004-09-01,6146.8
     Allemagne,2004-09-01,322.2
     Belgique - Luxembourg,2004-09-01,2810.4
     Danemark,2004-09-01,315.9
     Espagne,2004-09-01,0
     France,2004-09-01,1315.7
     Grèce,2004-09-01,0.7
     Irlande,2004-09-01,0
     Italie,2004-09-01,612.6
     Pays-Bas,2004-09-01,769.3
     Portugal,2004-09-01,0
     Roumanie,2004-09-01,0
     Autres pays de l'U.E.,2004-09-01,…
   2. AUTRES,2004-09-01,323.9
     Suisse,2004-09-01,109.5
    Turquie,2004-09-01,0
     Royaume-Uni,2004-09-01,118.8
     Russie,2004-09-01,0
     Autres pays d'Europe,2004-09-01,95.6
II. ASIE,2004-09-01,4094.1000000000004
     Arabie Saoudite,2004-09-01,0
     Bangladesh,2004-09-01,36.2
     Corée du Nord,2004-09-01,0
     Corée du Sud,2004-09-01,74.2
     Emirats Arabes Unis,2004-09-01,0
     Hong-Kong,2004-09-01,2.4
     Iran,2004-09-01,117.6
     Japon,2004-09-01,1100.2
     Pakistan,2004-09-01,117.6
     Rép. Pop. de Chine,2004-09-01,697.2
     Taiwan,2004-09-01,1
     Union Indienne,2004-09-01,1015.9
     Autres pays d'Asie,2004-09-01,931.8
III. AFRIQUE,2004-09-01,7406.999999999999
     Afrique du Sud,2004-09-01,403.1
     Djibouti,2004-09-01,0
     Kenya,2004-09-01,3415.6
     Ouganda,2004-09-01,602.9
     R.D.C. (1),2004-09-01,103
     Rwanda,2004-09-01,30.8
     Tanzanie,2004-09-01,1455
     Zambie,2004-09-01,762.2
     Zimbabwe,2004-09-01,0
     Autres pays d'Afrique,2004-09-01,634.4
 IV. AMERIQUE,2004-09-01,282.4
     Etats-Unis ,2004-09-01,154.1
     Canada,2004-09-01,102.4
     Autres pays d'Amérique,2004-09-01,25.9
  V. OCEANIE,2004-09-01,0
     Australie,2004-09-01,0
     Autres pays de l'Océanie,2004-09-01,0
 VI. PAYS NON SPECIFIES,2004-09-01,25.2
TOTAL,2004-09-01,18279.4
  I. EUROPE,2004-10-01,9115.899999999998
   1. Union Européenne,2004-10-01,8806.599999999999
     Allemagne,2004-10-01,1277.4
     Belgique - Luxembourg,2004-10-01,2378.7
     Danemark,2004-10-01,240.1
     Espagne,2004-10-01,…
     France,2004-10-01,1586.5
     Grèce,2004-10-01,0
     Irlande,2004-10-01,0
     Italie,2004-10-01,3155.1
     Pays-Bas,2004-10-01,168.8
     Portugal,2004-10-01,0
     Roumanie,2004-10-01,0
     Autres pays de l'U.E.,2004-10-01,0
   2. AUTRES,2004-10-01,309.3
     Suisse,2004-10-01,63.9
    Turquie,2004-10-01,0
     Royaume-Uni,2004-10-01,135.4
     Russie,2004-10-01,2.3
     Autres pays d'Europe,2004-10-01,107.7
II. ASIE,2004-10-01,2817.1000000000004
     Arabie Saoudite,2004-10-01,…
     Bangladesh,2004-10-01,298.5
     Corée du Nord,2004-10-01,0
     Corée du Sud,2004-10-01,14.2
     Emirats Arabes Unis,2004-10-01,0
     Hong-Kong,2004-10-01,0
     Iran,2004-10-01,44.1
     Japon,2004-10-01,445.5
     Pakistan,2004-10-01,0
     Rép. Pop. de Chine,2004-10-01,814.1
     Taiwan,2004-10-01,54.5
     Union Indienne,2004-10-01,568.5
     Autres pays d'Asie,2004-10-01,577.7
III. AFRIQUE,2004-10-01,6782.800000000001
     Afrique du Sud,2004-10-01,390.1
     Djibouti,2004-10-01,0
     Kenya,2004-10-01,2705.2
     Ouganda,2004-10-01,1363.2
     R.D.C. (1),2004-10-01,20.6
     Rwanda,2004-10-01,71.1
     Tanzanie,2004-10-01,1364.5
     Zambie,2004-10-01,562.5
     Zimbabwe,2004-10-01,0
     Autres pays d'Afrique,2004-10-01,305.6
 IV. AMERIQUE,2004-10-01,390
     Etats-Unis ,2004-10-01,233.7
     Canada,2004-10-01,130.5
     Autres pays d'Amérique,2004-10-01,25.8
  V. OCEANIE,2004-10-01,0
     Australie,2004-10-01,0
     Autres pays de l'Océanie,2004-10-01,0
 VI. PAYS NON SPECIFIES,2004-10-01,13.2
TOTAL,2004-10-01,19119
  I. EUROPE,2004-11-01,4430.2
   1. Union Européenne,2004-11-01,4022.8999999999996
     Allemagne,2004-11-01,597.3
     Belgique - Luxembourg,2004-11-01,1711.1
     Danemark,2004-11-01,186.6
     Espagne,2004-11-01,46.1
     France,2004-11-01,1119.5
     Grèce,2004-11-01,0
     Irlande,2004-11-01,0.9
     Italie,2004-11-01,258.9
     Pays-Bas,2004-11-01,102.5
     Portugal,2004-11-01,0
     Roumanie,2004-11-01,0
     Autres pays de l'U.E.,2004-11-01,0
   2. AUTRES,2004-11-01,407.3
     Suisse,2004-11-01,170.6
    Turquie,2004-11-01,0
     Royaume-Uni,2004-11-01,228.9
     Russie,2004-11-01,0
     Autres pays d'Europe,2004-11-01,7.8
II. ASIE,2004-11-01,4394.7
     Arabie Saoudite,2004-11-01,…
     Bangladesh,2004-11-01,0
     Corée du Nord,2004-11-01,0
     Corée du Sud,2004-11-01,64.7
     Emirats Arabes Unis,2004-11-01,0
     Hong-Kong,2004-11-01,46.8
     Iran,2004-11-01,14.2
     Japon,2004-11-01,1075.8
     Pakistan,2004-11-01,0
     Rép. Pop. de Chine,2004-11-01,855.1
     Taiwan,2004-11-01,0-
     Union Indienne,2004-11-01,1616.6
     Autres pays d'Asie,2004-11-01,721.5
III. AFRIQUE,2004-11-01,6576.9400000000005
     Afrique du Sud,2004-11-01,415.44
     Djibouti,2004-11-01,0
     Kenya,2004-11-01,2613.6
     Ouganda,2004-11-01,909.9
     R.D.C. (1),2004-11-01,380.7
     Rwanda,2004-11-01,303.6
     Tanzanie,2004-11-01,1271.3
     Zambie,2004-11-01,473.5
     Zimbabwe,2004-11-01,0
     Autres pays d'Afrique,2004-11-01,208.9
 IV. AMERIQUE,2004-11-01,216.60000000000002
     Etats-Unis ,2004-11-01,163.8
     Canada,2004-11-01,30
     Autres pays d'Amérique,2004-11-01,22.8
  V. OCEANIE,2004-11-01,12.9
     Australie,2004-11-01,12.9
     Autres pays de l'Océanie,2004-11-01,0
 VI. PAYS NON SPECIFIES,2004-11-01,32.4
TOTAL,2004-11-01,15663.8
  I. EUROPE,2004-12-01,7315.0
   1. Union Européenne,2004-12-01,6910.5
     Allemagne,2004-12-01,964.0
     Belgique - Luxembourg,2004-12-01,2831.3
     Danemark,2004-12-01,805.6
     Espagne,2004-12-01,5.0
     France,2004-12-01,1580.3
     Grèce,2004-12-01,1.7
     Irlande,2004-12-01,0.0
     Italie,2004-12-01,349.2
     Pays-Bas,2004-12-01,373.4
     Portugal,2004-12-01,0.0
     Roumanie,2004-12-01,0.0
     Autres pays de l'U.E.,2004-12-01,0.0
   2. AUTRES,2004-12-01,404.5
     Suisse,2004-12-01,353.1
    Turquie,2004-12-01,0.0
     Royaume-Uni,2004-12-01,51.4
     Russie,2004-12-01,0.0
     Autres pays d'Europe,2004-12-01,0.0
II. ASIE,2004-12-01,3234.4
     Arabie Saoudite,2004-12-01,58.0
     Bangladesh,2004-12-01,0.0
     Corée du Nord,2004-12-01,0.0
     Corée du Sud,2004-12-01,174.1
     Emirats Arabes Unis,2004-12-01,0.0
     Hong-Kong,2004-12-01,6.1
     Iran,2004-12-01,0.0
     Japon,2004-12-01,683.8
     Pakistan,2004-12-01,0.0
     Rép. Pop. de Chine,2004-12-01,520.0
     Taiwan,2004-12-01,0.0
     Union Indienne,2004-12-01,692.5
     Autres pays d'Asie,2004-12-01,1099.9
III. AFRIQUE,2004-12-01,8674.400000000001
     Afrique du Sud,2004-12-01,726.8
     Djibouti,2004-12-01,0.0
     Kenya,2004-12-01,3812.3
     Ouganda,2004-12-01,1428.9
     R.D.C. (1),2004-12-01,346.8
     Rwanda,2004-12-01,102.6
     Tanzanie,2004-12-01,1435.7
     Zambie,2004-12-01,635.7
     Zimbabwe,2004-12-01,54.6
     Autres pays d'Afrique,2004-12-01,131.0
 IV. AMERIQUE,2004-12-01,459.7
     Etats-Unis ,2004-12-01,95.7
     Canada,2004-12-01,156.3
     Autres pays d'Amérique,2004-12-01,207.7
  V. OCEANIE,2004-12-01,0.0
     Australie,2004-12-01,0.0
     Autres pays de l'Océanie,2004-12-01,0.0
 VI. PAYS NON SPECIFIES,2004-12-01,191.8
TOTAL,2004-12-01,19875.4
  I. EUROPE,2005-01-01,8092.8
   1. Union Européenne,2005-01-01,7299.2
     Allemagne,2005-01-01,3200.0
     Belgique - Luxembourg,2005-01-01,1486.4
     Danemark,2005-01-01,368.6
     Espagne,2005-01-01,3.1
     France,2005-01-01,1097.7
     Grèce,2005-01-01,0.0
     Irlande,2005-01-01,0.0
     Italie,2005-01-01,309.7
     Pays-Bas,2005-01-01,830.9
     Portugal,2005-01-01,0.0
     Roumanie,2005-01-01,0.0
     Autres pays de l'U.E.,2005-01-01,2.8
   2. AUTRES,2005-01-01,793.6
     Suisse,2005-01-01,417.3
    Turquie,2005-01-01,0.0
     Royaume-Uni,2005-01-01,316.5
     Russie,2005-01-01,6.1
     Autres pays d'Europe,2005-01-01,53.7
II. ASIE,2005-01-01,2527.3
     Arabie Saoudite,2005-01-01,161.3
     Bangladesh,2005-01-01,0.0
     Corée du Nord,2005-01-01,0.0
     Corée du Sud,2005-01-01,55.8
     Emirats Arabes Unis,2005-01-01,0.0
     Hong-Kong,2005-01-01,13.4
     Iran,2005-01-01,0.0
     Japon,2005-01-01,846.9
     Pakistan,2005-01-01,0.0
     Rép. Pop. de Chine,2005-01-01,517.6
     Taiwan,2005-01-01,0.0
     Union Indienne,2005-01-01,278.0
     Autres pays d'Asie,2005-01-01,654.3
III. AFRIQUE,2005-01-01,7968.4
     Afrique du Sud,2005-01-01,1297.0
     Djibouti,2005-01-01,0.0
     Kenya,2005-01-01,3386.2
     Ouganda,2005-01-01,799.2
     R.D.C. (1),2005-01-01,42.4
     Rwanda,2005-01-01,89.6
     Tanzanie,2005-01-01,1534.8
     Zambie,2005-01-01,348.4
     Zimbabwe,2005-01-01,0.0
     Autres pays d'Afrique,2005-01-01,470.8
 IV. AMERIQUE,2005-01-01,211.60000000000002
     Etats-Unis ,2005-01-01,61.9
     Canada,2005-01-01,87.4
     Autres pays d'Amérique,2005-01-01,62.3
  V. OCEANIE,2005-01-01,0.0
     Australie,2005-01-01,0.0
     Autres pays de l'Océanie,2005-01-01,0.0
 VI. PAYS NON SPECIFIES,2005-01-01,79.6
TOTAL,2005-01-01,18879.699999999997
  I. EUROPE,2005-02-01,5911.099999999999
   1. Union Européenne,2005-02-01,5469.799999999999
     Allemagne,2005-02-01,662.9
     Belgique - Luxembourg,2005-02-01,1622.4
     Danemark,2005-02-01,647.1
     Espagne,2005-02-01,21.0
     France,2005-02-01,1285.0
     Grèce,2005-02-01,0.0
